17; -369.517728327
18; -482.450432861
19; -126.305184421
20; -243.992140317
21; -127.318923686
22; -127.467470462
23; -606.924589243
24; -365.803931738
25; -367.662657388
26; -238.068952648
27; -118.498689122
28; -123.32591782
29; -124.567886117
30; -479.714199711
31; -119.730114881
32; -491.564674835
33; -244.462703811
34; -370.164924953
35; -360.077723869
36; -123.373639208
37; -126.540111605
38; -377.772064139
39; -125.748379065
40; -1.39922263292
41; -121.324853688
42; -250.076564475
43; -123.992017789
44; -126.966428527
45; -127.156629181
46; -117.834237012
47; -123.173939628
48; -125.320285326
49; -126.820376444
50; -510.134911573
51; -120.556837008
52; -245.893054975
53; -121.973700514
54; -1.67509307364
55; -241.77410542
56; -125.186370201
57; -350.301599823
58; -240.024551356
59; -127.67758946
60; -497.741369487
61; -358.757987012
62; -361.830960056
63; -362.698604388
64; -125.036155544
65; -568.623119165
66; -125.75497702
67; -1.01381611831
68; -126.96362772
69; -480.973504055
70; -533.12578343
71; -239.619011569
72; -242.937113922
73; -246.785750561
74; -123.460786174
75; -126.521744804
76; -357.982458061
77; -370.462689878
78; -124.196450364
79; -601.816184113
80; -238.85423044
81; -356.304695983
82; -241.138570693
83; -122.657983353
84; -380.782025959
85; -0.980507106999
86; -242.299658466
87; -124.497502888
88; -246.2644273
89; -238.984013747
90; -123.550460921
91; -361.773726462
92; -475.038200604
93; -124.81949996
94; -254.643944948
95; -255.978512958
96; -124.824898218
97; -1.04447810838
98; -235.095357099
99; -599.994827799
endExperiment

numstates; 100 
 num value iterations; 30 
 conv type; circular 
conv width; 11 
 channel_i; 1 
 channel_q; 15 
 hidden layer1 size; 30 
hidden layer2 size; 30 
 velocity to reward hidden layer size; 100 
learning rate; 0.000100 
 TAU; 0.001000 
 batch size; 256 
Episodes Spent Training; 50 Episode Eval Avg 
199; -438.061791487
Time Training (1000episodes);1111.3593821525574
Evaluation Episode; Reward 
0; -771.829883521
1; -871.394533869
2; -251.281110815
3; -490.13855203
4; -124.937249995
5; -127.99015122
6; -126.127354735
7; -1.14313065779
8; -875.172152439
9; -245.795014019
10; -374.797044347
11; -246.953505956
12; -124.315539013
13; -250.431071925
14; -0.511989747558
15; -252.409555451
16; -485.232006389
17; -376.138103188
18; -0.90101826827
19; -244.490270032
20; -0.283386734503
21; -251.551163205
22; -619.609941237
23; -487.864958235
24; -375.611787408
25; -484.690012808
26; -618.482062222
27; -1729.41099797
28; -124.832923781
29; -126.026464202
30; -494.682742107
31; -771.884738694
32; -246.629788449
33; -620.293891585
34; -603.084903613
35; -250.930255099
36; -250.137736215
37; -898.356373289
38; -903.239222165
39; -775.022666933
40; -375.679288983
41; -487.607026306
42; -370.224488659
43; -489.120907532
44; -994.554420365
45; -647.547288873
46; -371.025922242
47; -124.651196268
48; -125.156337615
49; -486.373385996
50; -504.954523926
51; -124.913222247
52; -377.479291018
53; -0.357714870736
54; -126.969189628
55; -371.387230137
56; -251.180108477
57; -677.468699313
58; -125.226411541
59; -126.089112681
60; -509.316062348
61; -726.057202255
62; -250.296417877
63; -125.491142093
64; -0.313470677826
65; -124.854155796
66; -916.640316611
67; -123.51455852
68; -373.774473687
69; -124.154404954
70; -122.445345777
71; -126.326210986
72; -881.520115387
73; -700.681796142
74; -123.281272228
75; -680.110230808
76; -625.364159833
77; -632.841231316
78; -127.518714278
79; -369.744351088
80; -246.908231394
81; -487.202931374
82; -498.120381024
83; -736.763321563
84; -128.08331324
85; -689.679295811
86; -782.677451178
87; -378.229569311
88; -126.120168498
89; -485.128551333
90; -747.085256669
91; -909.259496126
92; -652.324187447
93; -683.690893076
94; -128.809399966
95; -503.576993003
96; -372.424882671
97; -365.594445911
98; -246.374012394
99; -731.023743635
endExperiment

